code_id,data_originator,adet,farkli_koordinat,tablolar,isimler
GIBAR,EUROCONTROL NMOC,2,2,dp_icao,GIBAR
GIBAX,EUROCONTROL NMOC,2,2,dp_icao,GIBAX
GIBSO,EUROCONTROL NMOC,2,2,dp_icao,GIBSO
GILLY,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",GILLY
GILUM,EUROCONTROL NMOC,2,2,dp_icao,GILUM
GINGA,EUROCONTROL NMOC,2,2,dp_icao,GINGA
GITOP,EUROCONTROL NMOC,2,2,dp_icao,GITOP
GLARE,EUROCONTROL NMOC,2,2,dp_icao,GLARE
GLOOM,EUROCONTROL NMOC,2,2,dp_icao,GLOOM
GLOVR,EUROCONTROL NMOC,2,2,dp_icao,GLOVR
GODUX,EUROCONTROL NMOC,2,2,dp_icao,GODUX
GOL,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"GOLDEN HAVEN,GOLDEN HILLS"
GOLLA,EUROCONTROL NMOC,2,2,dp_icao,GOLLA
GOLOM,EUROCONTROL NMOC,2,2,dp_icao,GOLOM
GOLOS,EUROCONTROL NMOC,2,2,dp_icao,GOLOS
GOMES,EUROCONTROL NMOC,2,2,dp_icao,GOMES
GOMRI,EUROCONTROL NMOC,2,2,dp_icao,GOMRI
GONBE,EUROCONTROL NMOC,2,2,dp_icao,GONBE
GORET,EUROCONTROL NMOC,2,2,dp_icao,GORET
GORIN,EUROCONTROL NMOC,2,2,dp_icao,GORIN
GORPI,EUROCONTROL NMOC,2,2,dp_icao,GORPI
GOSIM,EUROCONTROL NMOC,2,2,dp_icao,GOSIM
GOSKI,EUROCONTROL NMOC,2,2,dp_icao,GOSKI
GRACE,EUROCONTROL NMOC,2,2,dp_icao,GRACE
GRATE,EUROCONTROL NMOC,2,2,dp_icao,GRATE
GRAVI,EUROCONTROL NMOC,2,2,dp_icao,GRAVI
GREAS,EUROCONTROL NMOC,2,2,"dp_icao,dp_other","GREAS,EAST"
GRICE,EUROCONTROL NMOC,2,2,dp_icao,GRICE
GRIPP,EUROCONTROL NMOC,2,2,dp_icao,GRIPP
GUMBO,EUROCONTROL NMOC,2,2,dp_icao,GUMBO
GUMSA,EUROCONTROL NMOC,2,2,dp_icao,GUMSA
GUNTA,EUROCONTROL NMOC,2,2,dp_icao,GUNTA
GURAS,EUROCONTROL NMOC,2,2,dp_icao,GURAS
GUSSI,EUROCONTROL NMOC,2,2,dp_icao,GUSSI
HABIK,EUROCONTROL NMOC,2,2,dp_icao,HABIK
HABSI,EUROCONTROL NMOC,2,2,dp_icao,HABSI
HACHA,EUROCONTROL NMOC,2,2,dp_icao,HACHA
HAGAR,EUROCONTROL NMOC,2,2,dp_icao,HAGAR
HAGNO,EUROCONTROL NMOC,2,2,dp_icao,HAGNO
HALKI,EUROCONTROL NMOC,2,2,dp_icao,HALKI
HAMED,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",HAMED
HAMID,EUROCONTROL NMOC,2,2,dp_icao,HAMID
HAMOR,EUROCONTROL NMOC,2,2,dp_icao,HAMOR
HAPPY,EUROCONTROL NMOC,2,2,dp_icao,HAPPY
HARKY,EUROCONTROL NMOC,2,2,dp_icao,HARKY
HARPS,EUROCONTROL NMOC,2,2,dp_icao,HARPS
HASAN,EUROCONTROL NMOC,2,2,dp_icao,HASAN
HASLE,EUROCONTROL NMOC,2,2,"dp_icao,dp_other",HASLE
HASSA,EUROCONTROL NMOC,2,2,dp_icao,HASSA
HATCH,EUROCONTROL NMOC,2,2,dp_icao,HATCH
HATIS,EUROCONTROL NMOC,2,2,dp_icao,HATIS
HAVIS,EUROCONTROL NMOC,2,2,dp_icao,HAVIS
HC001,EUROCONTROL NMOC,2,2,dp_other,"NOVEMBER 1,BELETUEN"
HENRY,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",HENRY
HERON,EUROCONTROL NMOC,2,2,dp_icao,HERON
HERSH,EUROCONTROL NMOC,2,2,dp_icao,HERSH
HF401,EUROCONTROL NMOC,2,2,dp_other,HF401
HF402,EUROCONTROL NMOC,2,2,dp_other,HF402
HIBIS,EUROCONTROL NMOC,2,2,dp_icao,HIBIS
HIGMA,EUROCONTROL NMOC,2,2,dp_icao,HIGMA
HINDS,EUROCONTROL NMOC,2,2,dp_icao,HINDS
HIPPO,EUROCONTROL NMOC,2,2,dp_icao,HIPPO
HOBBS,EUROCONTROL NMOC,2,2,dp_icao,HOBBS
HOCKY,EUROCONTROL NMOC,2,2,dp_icao,HOCKY
HOOPA,EUROCONTROL NMOC,2,2,dp_icao,HOOPA
HORRO,EUROCONTROL NMOC,2,2,dp_icao,HORRO
HOSAN,EUROCONTROL NMOC,2,2,dp_icao,HOSAN
HS3,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_other,HOT SPOT 3
HUBSU,EUROCONTROL NMOC,2,2,dp_icao,HUBSU
HUH03,NAV CANADA,2,2,dp_other,HUH344003
HUNAM,EUROCONTROL NMOC,2,2,dp_icao,HUNAM
HYDRA,EUROCONTROL NMOC,2,2,dp_icao,HYDRA
HYPER,EUROCONTROL NMOC,2,2,dp_icao,HYPER
IF09,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,2,2,dp_adhp,"LBWN IF ILS/LOC/VOR RWY 09,LBGO IF VOR RWY 09"
IHEYA,EUROCONTROL NMOC,2,2,dp_icao,IHEYA
IMKAM,EUROCONTROL NMOC,2,2,dp_icao,IMKAM
IMOLA,EUROCONTROL NMOC,2,2,dp_icao,IMOLA
INDUS,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",INDUS
INL02,NAV CANADA,2,2,dp_other,"INL009002,INL329002"
INL03,NAV CANADA,2,2,dp_other,"INL349003,INL294003"
INOBE,EUROCONTROL NMOC,2,2,dp_icao,INOBE
IONIC,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",IONIC
IPNAK,EUROCONTROL NMOC,2,2,dp_icao,IPNAK
IRUKA,EUROCONTROL NMOC,2,2,dp_icao,IRUKA
ISA,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,ISABELA
ISAAC,EUROCONTROL NMOC,2,2,dp_icao,ISAAC
ISIYA,EUROCONTROL NMOC,2,2,dp_icao,ISIYA
IVORY,EUROCONTROL NMOC,2,2,dp_icao,IVORY
JACKO,EUROCONTROL NMOC,2,2,dp_icao,JACKO
JAMPA,EUROCONTROL NMOC,2,2,dp_icao,JAMPA
JANES,EUROCONTROL NMOC,2,2,dp_icao,JANES
JANGO,EUROCONTROL NMOC,2,2,dp_icao,JANGO
JANUS,EUROCONTROL NMOC,2,2,dp_icao,JANUS
JATEX,EUROCONTROL NMOC,2,2,dp_icao,JATEX
JELLI,EUROCONTROL NMOC,2,2,dp_icao,JELLI
JOINT,EUROCONTROL NMOC,2,2,dp_icao,JOINT
JOLLY,EUROCONTROL NMOC,2,2,dp_icao,JOLLY
JOMMY,EUROCONTROL NMOC,2,2,dp_icao,JOMMY
JORDY,EUROCONTROL NMOC,2,2,dp_icao,JORDY
JOWEE,EUROCONTROL NMOC,2,2,dp_icao,JOWEE
JUDDY,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",JUDDY
JULES,EUROCONTROL NMOC,2,2,dp_icao,JULES
KA27W,EUROCONTROL NMOC,2,2,dp_other,KA27W
KACHU,EUROCONTROL NMOC,2,2,dp_icao,KACHU
KADON,EUROCONTROL NMOC,2,2,dp_icao,KADON
KADRA,EUROCONTROL NMOC,2,2,dp_icao,KADRA
KAGRA,EUROCONTROL NMOC,2,2,dp_icao,KAGRA
KAIFU,EUROCONTROL NMOC,2,2,dp_icao,KAIFU
KALLI,EUROCONTROL NMOC,2,2,dp_icao,KALLI
KAMAT,EUROCONTROL NMOC,2,2,dp_icao,KAMAT
KANAL,EUROCONTROL NMOC,2,2,dp_icao,KANAL
KANNA,EUROCONTROL NMOC,2,2,dp_icao,KANNA
KANON,EUROCONTROL NMOC,2,2,dp_icao,KANON
KANRO,EUROCONTROL NMOC,2,2,dp_icao,KANRO
KAPPA,EUROCONTROL NMOC,2,2,dp_icao,KAPPA
KARAT,EUROCONTROL NMOC,2,2,dp_icao,KARAT
KATAK,EUROCONTROL NMOC,2,2,dp_icao,KATAK
KATHY,EUROCONTROL NMOC,2,2,dp_icao,KATHY
KAYAK,EUROCONTROL NMOC,2,2,dp_icao,KAYAK
KEBAB,EUROCONTROL NMOC,2,2,dp_icao,KEBAB
KEDON,EUROCONTROL NMOC,2,2,dp_icao,KEDON
KEKOP,EUROCONTROL NMOC,2,2,dp_icao,KEKOP
KELSO,EUROCONTROL NMOC,2,2,dp_icao,KELSO
KEMER,EUROCONTROL NMOC,2,2,dp_icao,KEMER
KENDA,EUROCONTROL NMOC,2,2,dp_icao,KENDA
KENOK,EUROCONTROL NMOC,2,2,dp_icao,KENOK
KERRI,EUROCONTROL NMOC,2,2,dp_icao,KERRI
KETEV,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",KETEV
KIKOL,EUROCONTROL NMOC,2,2,dp_icao,KIKOL
KIMET,EUROCONTROL NMOC,2,2,dp_icao,KIMET
KM27G,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",KM27G
KOGAR,EUROCONTROL NMOC,2,2,dp_icao,KOGAR
KONET,EUROCONTROL NMOC,2,2,dp_icao,KONET
KOSHI,EUROCONTROL NMOC,2,2,dp_icao,KOSHI
KOSKA,EUROCONTROL NMOC,2,2,dp_icao,KOSKA
KRINA,EUROCONTROL NMOC,2,2,dp_icao,KRINA
KUMIK,EUROCONTROL NMOC,2,2,dp_icao,KUMIK
KURIS,EUROCONTROL NMOC,2,2,dp_icao,KURIS
KURTS,EUROCONTROL NMOC,2,2,dp_icao,KURTS
KYANN,EUROCONTROL NMOC,2,2,dp_icao,KYANN
L,AUSTRO CONTROL GMBH,2,2,dp_other,"L (LOAN),L (LOAV)"
L18RV,EUROCONTROL NMOC,2,2,dp_coord,"RV LOC 18 FAF 2000,RV LOC 18 FAF 1500"
L36RV,EUROCONTROL NMOC,2,2,dp_coord,"RV LOC 36 FAF 2000,RV LOC 36 FAF 1500"
LAB,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"LABUAN,LABANGAN RIVER"
LABAN,EUROCONTROL NMOC,2,2,dp_icao,LABAN
LABEL,EUROCONTROL NMOC,2,2,dp_icao,LABEL
LADEN,EUROCONTROL NMOC,2,2,dp_icao,LADEN
LAKEY,EUROCONTROL NMOC,2,2,dp_icao,LAKEY
LAM,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"LAMITAN,LAMBUNAO"
LANDA,EUROCONTROL NMOC,2,2,dp_icao,LANDA
LANER,EUROCONTROL NMOC,2,2,dp_icao,LANER
LANET,EUROCONTROL NMOC,2,2,dp_icao,LANET
LANGA,EUROCONTROL NMOC,2,2,dp_icao,LANGA
LAPNA,EUROCONTROL NMOC,2,2,dp_icao,LAPNA
LARCH,EUROCONTROL NMOC,2,2,dp_icao,LARCH
LARKS,EUROCONTROL NMOC,2,2,dp_icao,LARKS
LASSO,EUROCONTROL NMOC,2,2,dp_icao,LASSO
LATRA,EUROCONTROL NMOC,2,2,dp_icao,LATRA
LAURA,EUROCONTROL NMOC,2,2,dp_icao,LAURA
LAWNN,EUROCONTROL NMOC,2,2,dp_icao,LAWNN
LAYER,EUROCONTROL NMOC,2,2,dp_icao,LAYER
LEDIM,EUROCONTROL NMOC,2,2,dp_icao,LEDIM
LEONA,EUROCONTROL NMOC,2,2,dp_icao,LEONA
LEPNA,EUROCONTROL NMOC,2,2,dp_icao,LEPNA
LERMA,EUROCONTROL NMOC,2,2,dp_icao,LERMA
LESMO,EUROCONTROL NMOC,2,2,dp_icao,LESMO
LIL,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"LILOAN,LILOAN PORT"
LILEE,EUROCONTROL NMOC,2,2,dp_icao,LILEE
LILLY,EUROCONTROL NMOC,2,2,dp_icao,LILLY
LIMBO,EUROCONTROL NMOC,2,2,dp_icao,LIMBO
LIMON,EUROCONTROL NMOC,2,2,dp_icao,LIMON
LISBO,EUROCONTROL NMOC,2,2,dp_icao,LISBO
LITAM,EUROCONTROL NMOC,2,2,dp_icao,LITAM
LOKDI,EUROCONTROL NMOC,2,2,dp_icao,LOKDI
LOMON,EUROCONTROL NMOC,2,2,dp_icao,LOMON
LORRY,EUROCONTROL NMOC,2,2,dp_icao,LORRY
LOTAD,EUROCONTROL NMOC,2,2,dp_icao,LOTAD
LOTTO,EUROCONTROL NMOC,2,2,dp_icao,LOTTO
LOVER,EUROCONTROL NMOC,2,2,dp_icao,LOVER
LUCAS,EUROCONTROL NMOC,2,2,dp_icao,LUCAS
LUCCA,EUROCONTROL NMOC,2,2,dp_icao,LUCCA
LUKEY,EUROCONTROL NMOC,2,2,dp_icao,LUKEY
LUNAR,EUROCONTROL NMOC,2,2,dp_icao,LUNAR
LUNDI,EUROCONTROL NMOC,2,2,dp_icao,LUNDI
LUVLY,EUROCONTROL NMOC,2,2,dp_icao,LUVLY
LYCEE,EUROCONTROL NMOC,2,2,dp_icao,LYCEE
MA06R,DHMI TURKIYE,2,2,dp_adhp,MA06R
MA095,NAV CANADA,2,2,dp_adhp,"YFS095002,UQQ09515"
MA10,NAV CANADA,2,2,dp_adhp,"YYG268000,MA10"
MA11,DHMI TURKIYE,2,2,dp_adhp,MA11
MA13,NAV CANADA,2,2,dp_adhp,"YVP334001,MA13"
MA18,DHMI TURKIYE,2,2,dp_adhp,MA18
MA19I,EUROCONTROL NMOC,2,2,dp_other,"MAPT19 ILS,MAPT ILS OR LOC RWY 19"
MA28,NAV CANADA,2,2,dp_adhp,"YYG106001,MA28"
MA30,NAV CANADA,2,2,dp_adhp,"UZX129001,UQQ112002"
MA31L,NAV CANADA,2,2,dp_adhp,"UOD137001,YPG139000"
MA34,NAV CANADA,2,2,dp_adhp,"MA34,YBK154002"
MA36,NAV CANADA,2,2,dp_adhp,"XBG163001,YWG182002"
MAB,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"MABAAY ISLAND,MABINI"
MACKY,EUROCONTROL NMOC,2,2,dp_icao,MACKY
MADOG,EUROCONTROL NMOC,2,2,dp_icao,MADOG
MADRA,EUROCONTROL NMOC,2,2,dp_icao,MADRA
MAGIL,EUROCONTROL NMOC,2,2,dp_icao,MAGIL
MAGNA,EUROCONTROL NMOC,2,2,dp_icao,MAGNA
MAGRY,EUROCONTROL NMOC,2,2,dp_icao,MAGRY
MAHDI,EUROCONTROL NMOC,2,2,dp_icao,MAHDI
MAHEN,EUROCONTROL NMOC,2,2,dp_icao,MAHEN
MAHER,EUROCONTROL NMOC,2,2,dp_icao,MAHER
MAIDS,EUROCONTROL NMOC,2,2,dp_icao,MAIDS
MAIZE,EUROCONTROL NMOC,2,2,dp_icao,MAIZE
MAJOR,EUROCONTROL NMOC,2,2,dp_icao,MAJOR
MALKI,EUROCONTROL NMOC,2,2,dp_icao,MALKI
MALLA,EUROCONTROL NMOC,2,2,"dp_icao,dp_other","MALLA,MALOULA"
MALON,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",MALON
MAMAT,EUROCONTROL NMOC,2,2,dp_icao,MAMAT
MANGO,EUROCONTROL NMOC,2,2,dp_icao,MANGO
MANIG,EUROCONTROL NMOC,2,2,dp_icao,MANIG
MANLI,EUROCONTROL NMOC,2,2,dp_icao,MANLI
MANTA,EUROCONTROL NMOC,2,2,dp_icao,MANTA
MAP27,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,2,2,dp_adhp,"MAPT ILS/LOC/VOR RWY 27,LBWN MAPT VOR RWY 27"
MARBU,EUROCONTROL NMOC,2,2,dp_icao,MARBU
MARCO,EUROCONTROL NMOC,2,2,dp_icao,MARCO
MAREP,EUROCONTROL NMOC,2,2,dp_icao,MAREP
MARES,EUROCONTROL NMOC,2,2,dp_icao,MARES
MARGO,EUROCONTROL NMOC,2,2,dp_icao,MARGO
MARIA,EUROCONTROL NMOC,2,2,dp_icao,MARIA
MARLN,EUROCONTROL NMOC,2,2,dp_icao,MARLN
MAROT,EUROCONTROL NMOC,2,2,dp_icao,MAROT
MARPE,EUROCONTROL NMOC,2,2,dp_icao,MARPE
MARRI,EUROCONTROL NMOC,2,2,dp_icao,MARRI
MARSA,EUROCONTROL NMOC,2,2,dp_icao,MARSA
MARSH,EUROCONTROL NMOC,2,2,dp_icao,MARSH
MARUB,EUROCONTROL NMOC,2,2,dp_icao,MARUB
MATCH,EUROCONTROL NMOC,2,2,dp_icao,MATCH
MATHU,EUROCONTROL NMOC,2,2,dp_icao,MATHU
MATSU,EUROCONTROL NMOC,2,2,dp_icao,MATSU
MAXIN,EUROCONTROL NMOC,2,2,dp_icao,MAXIN
MAYON,EUROCONTROL NMOC,2,2,dp_icao,MAYON
MC2,EUROCONTROL NMOC,2,2,dp_other,"INT MC2,MC2"
MCGEE,EUROCONTROL NMOC,2,2,dp_icao,MCGEE
MEDIC,EUROCONTROL NMOC,2,2,dp_icao,MEDIC
MEDUS,EUROCONTROL NMOC,2,2,dp_icao,MEDUS
MEETA,EUROCONTROL NMOC,2,2,dp_icao,MEETA
MERAM,EUROCONTROL NMOC,2,2,dp_icao,MERAM
MERID,EUROCONTROL NMOC,2,2,dp_icao,MERID
MESER,EUROCONTROL NMOC,2,2,dp_icao,MESER
MESSE,EUROCONTROL NMOC,2,2,dp_icao,MESSE
METRO,EUROCONTROL NMOC,2,2,dp_icao,METRO
MICKI,EUROCONTROL NMOC,2,2,dp_icao,MICKI
MIDLA,EUROCONTROL NMOC,2,2,dp_icao,MIDLA
MILAN,EUROCONTROL NMOC,2,2,dp_icao,MILAN
MILIS,EUROCONTROL NMOC,2,2,dp_icao,MILIS
MINAM,EUROCONTROL NMOC,2,2,dp_icao,MINAM
MINAT,EUROCONTROL NMOC,2,2,dp_icao,MINAT
MINNA,EUROCONTROL NMOC,2,2,dp_icao,MINNA
MINNE,EUROCONTROL NMOC,2,2,dp_icao,MINNE
MINTO,EUROCONTROL NMOC,2,2,dp_icao,MINTO
MIRON,EUROCONTROL NMOC,2,2,dp_icao,MIRON
MISEN,EUROCONTROL NMOC,2,2,dp_icao,MISEN
MITSA,EUROCONTROL NMOC,2,2,dp_icao,MITSA
MIURA,EUROCONTROL NMOC,2,2,dp_icao,MIURA
MIWAS,EUROCONTROL NMOC,2,2,dp_icao,MIWAS
MIYOS,EUROCONTROL NMOC,2,2,dp_icao,MIYOS
MOANA,EUROCONTROL NMOC,2,2,dp_icao,MOANA
MODEL,EUROCONTROL NMOC,2,2,dp_icao,MODEL
MOKAD,EUROCONTROL NMOC,2,2,dp_icao,MOKAD
MOLEN,EUROCONTROL NMOC,2,2,dp_icao,MOLEN
MOLIT,EUROCONTROL NMOC,2,2,dp_icao,MOLIT
MOMAN,EUROCONTROL NMOC,2,2,dp_icao,MOMAN
MONAK,EUROCONTROL NMOC,2,2,dp_icao,MONAK
MONDO,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",MONDO
MONET,EUROCONTROL NMOC,2,2,dp_icao,MONET
MONPI,EUROCONTROL NMOC,2,2,dp_icao,MONPI
MONTY,EUROCONTROL NMOC,2,2,dp_icao,MONTY
MORAS,EUROCONTROL NMOC,2,2,dp_icao,MORAS
MORAY,EUROCONTROL NMOC,2,2,dp_icao,MORAY
MS400,EUROCONTROL NMOC,2,2,dp_other,MS400
MS710,EUROCONTROL NMOC,2,2,dp_other,MS710
MUNDA,EUROCONTROL NMOC,2,2,"dp_icao,dp_other","MUNDA,MUANDA"
MUROT,EUROCONTROL NMOC,2,2,dp_icao,MUROT
MUSBI,EUROCONTROL NMOC,2,2,dp_icao,MUSBI
MUSEL,EUROCONTROL NMOC,2,2,dp_icao,MUSEL
MUSKY,EUROCONTROL NMOC,2,2,dp_icao,MUSKY
MYRON,EUROCONTROL NMOC,2,2,dp_icao,MYRON
N1,EUROCONTROL NMOC,2,2,dp_other,N1
N2,EUROCONTROL NMOC,2,2,dp_other,N2
NAGA,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"NAGA SPORTS COMPLEX,NAGA"
NAKAN,EUROCONTROL NMOC,2,2,dp_icao,NAKAN
NAMIE,EUROCONTROL NMOC,2,2,dp_icao,NAMIE
NARMI,EUROCONTROL NMOC,2,2,dp_icao,NARMI
NASSY,EUROCONTROL NMOC,2,2,dp_icao,NASSY
NATCH,EUROCONTROL NMOC,2,2,dp_icao,NATCH
NATTY,EUROCONTROL NMOC,2,2,dp_icao,NATTY
NEDEX,EUROCONTROL NMOC,2,2,dp_icao,NEDEX
NELLI,EUROCONTROL NMOC,2,2,dp_icao,NELLI
NERKA,EUROCONTROL NMOC,2,2,dp_icao,NERKA
NESIC,EUROCONTROL NMOC,2,2,dp_icao,NESIC
NEURO,EUROCONTROL NMOC,2,2,dp_icao,NEURO
NEVIS,EUROCONTROL NMOC,2,2,dp_icao,NEVIS
NEXUS,EUROCONTROL NMOC,2,2,dp_icao,NEXUS
NIGEL,EUROCONTROL NMOC,2,2,dp_icao,NIGEL
NIKAN,EUROCONTROL NMOC,2,2,dp_icao,NIKAN
NIKKI,EUROCONTROL NMOC,2,2,dp_icao,NIKKI
NIKKO,EUROCONTROL NMOC,2,2,dp_icao,NIKKO
NINJA,EUROCONTROL NMOC,2,2,dp_icao,NINJA
NL006,EUROCONTROL NMOC,2,2,dp_other,"ENTRY SOUTH 27,NL120006"
NOGRA,EUROCONTROL NMOC,2,2,dp_icao,NOGRA
NOKKA,EUROCONTROL NMOC,2,2,"dp_icao,dp_other",NOKKA
NOMAS,EUROCONTROL NMOC,2,2,dp_icao,NOMAS
NONOC,EUROCONTROL NMOC,2,2,dp_icao,NONOC
NORIS,EUROCONTROL NMOC,2,2,dp_icao,NORIS
NORMA,EUROCONTROL NMOC,2,2,dp_icao,NORMA
NOTAR,EUROCONTROL NMOC,2,2,dp_icao,NOTAR
NYLON,EUROCONTROL NMOC,2,2,dp_icao,NYLON
OBAKO,EUROCONTROL NMOC,2,2,dp_icao,OBAKO
OCTAV,EUROCONTROL NMOC,2,2,dp_icao,OCTAV
ODALE,EUROCONTROL NMOC,2,2,dp_icao,ODALE
ODELA,EUROCONTROL NMOC,2,2,dp_icao,ODELA
ODENN,EUROCONTROL NMOC,2,2,dp_icao,ODENN
OHANA,EUROCONTROL NMOC,2,2,dp_icao,OHANA
OHMAR,EUROCONTROL NMOC,2,2,dp_icao,OHMAR
OKUNI,EUROCONTROL NMOC,2,2,dp_icao,OKUNI
OLIVE,EUROCONTROL NMOC,2,2,dp_icao,OLIVE
OMOGO,EUROCONTROL NMOC,2,2,dp_icao,OMOGO
ONUMA,EUROCONTROL NMOC,2,2,dp_icao,ONUMA
OPALL,EUROCONTROL NMOC,2,2,dp_icao,OPALL
OPELI,EUROCONTROL NMOC,2,2,dp_icao,OPELI
OPTIC,EUROCONTROL NMOC,2,2,dp_icao,OPTIC
ORDER,EUROCONTROL NMOC,2,2,dp_icao,ORDER
ORION,EUROCONTROL NMOC,2,2,dp_icao,ORION
ORTIZ,EUROCONTROL NMOC,2,2,dp_icao,ORTIZ
OSCAR,SKEYES,2,2,dp_adhp,"ELLX VFR REP POINT OSCAR,EBLG VFR REP POINT OSCAR"
OSMAR,EUROCONTROL NMOC,2,2,dp_icao,OSMAR
OSTOR,EUROCONTROL NMOC,2,2,dp_icao,OSTOR
OSTRA,EUROCONTROL NMOC,2,2,dp_icao,OSTRA
OTABE,EUROCONTROL NMOC,2,2,dp_icao,OTABE
OZORA,EUROCONTROL NMOC,2,2,dp_icao,OZORA
P,DFS DEUTSCHE FLUGSICHERUNG GMBH,2,2,dp_other,"EDDH PAPA 1,EDDH PAPA 2"
PABLO,EUROCONTROL NMOC,2,2,dp_icao,PABLO
PADDY,EUROCONTROL NMOC,2,2,dp_icao,PADDY
PADRY,EUROCONTROL NMOC,2,2,dp_icao,PADRY
PADUR,EUROCONTROL NMOC,2,2,dp_icao,PADUR
PADUS,EUROCONTROL NMOC,2,2,dp_icao,PADUS
PAGRE,EUROCONTROL NMOC,2,2,dp_icao,PAGRE
PAL,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"PALOS VERDES,PALITON"
PALPA,EUROCONTROL NMOC,2,2,dp_icao,PALPA
PAMLA,EUROCONTROL NMOC,2,2,"dp_icao,dp_other",PAMLA
PAMTO,EUROCONTROL NMOC,2,2,dp_icao,PAMTO
PANDA,EUROCONTROL NMOC,2,2,dp_icao,PANDA
PANOR,EUROCONTROL NMOC,2,2,"dp_icao,dp_other","PANOR,NORTH"
PARCK,EUROCONTROL NMOC,2,2,dp_icao,PARCK
PARIS,EUROCONTROL NMOC,2,2,dp_icao,PARIS
PARRI,EUROCONTROL NMOC,2,2,dp_icao,PARRI
PARTY,EUROCONTROL NMOC,2,2,dp_icao,PARTY
PASAN,EUROCONTROL NMOC,2,2,dp_icao,PASAN
PATTY,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",PATTY
PEAKS,EUROCONTROL NMOC,2,2,dp_icao,PEAKS
PEARS,EUROCONTROL NMOC,2,2,dp_icao,PEARS
PEKUN,EUROCONTROL NMOC,2,2,dp_icao,PEKUN
PENAR,EUROCONTROL NMOC,2,2,dp_icao,PENAR
PEPAR,EUROCONTROL NMOC,2,2,dp_icao,PEPAR
PERCY,EUROCONTROL NMOC,2,2,dp_icao,PERCY
PERID,EUROCONTROL NMOC,2,2,dp_icao,PERID
PERRY,EUROCONTROL NMOC,2,2,dp_icao,PERRY
PERSE,EUROCONTROL NMOC,2,2,dp_icao,PERSE
PETAA,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",PETAA
PETAB,EUROCONTROL NMOC,2,2,dp_icao,PETAB
PETAC,EUROCONTROL NMOC,2,2,dp_icao,PETAC
PETAL,EUROCONTROL NMOC,2,2,dp_icao,PETAL
PETER,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",PETER
PG1,EUROCONTROL NMOC,2,2,dp_other,"DREVERNA,PG1"
PG2,EUROCONTROL NMOC,2,2,dp_other,"SLIENAVA,PG2"
PHLOX,EUROCONTROL NMOC,2,2,dp_icao,PHLOX
PIANO,EUROCONTROL NMOC,2,2,dp_icao,PIANO
PINNE,EUROCONTROL NMOC,2,2,dp_icao,PINNE
PIONE,EUROCONTROL NMOC,2,2,dp_icao,PIONE
PIPER,EUROCONTROL NMOC,2,2,dp_icao,PIPER
PIRAL,EUROCONTROL NMOC,2,2,dp_icao,PIRAL
PJ1,EUROCONTROL NMOC,2,2,dp_other,"KYVISKES AD,PJ1"
PJ2,EUROCONTROL NMOC,2,2,dp_other,"KLAIPEDA AD,PJ2"
PLUTO,EUROCONTROL NMOC,2,2,dp_icao,PLUTO
POL,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"POLANGUI,POLOMOLOK"
POLAR,EUROCONTROL NMOC,2,2,dp_icao,POLAR
POLLY,EUROCONTROL NMOC,2,2,dp_icao,POLLY
POLUX,EUROCONTROL NMOC,2,2,dp_icao,POLUX
PONTI,EUROCONTROL NMOC,2,2,dp_icao,PONTI
PONTO,EUROCONTROL NMOC,2,2,dp_icao,PONTO
POPET,EUROCONTROL NMOC,2,2,dp_icao,POPET
POSUM,EUROCONTROL NMOC,2,2,dp_icao,POSUM
PR411,EUROCONTROL NMOC,2,2,dp_other,"TF PR411,PR411"
PR412,EUROCONTROL NMOC,2,2,dp_other,"TF PR412,PR412"
PR516,EUROCONTROL NMOC,2,2,dp_other,PR516
PR631,EUROCONTROL NMOC,2,2,dp_other,PR631
